,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1044614475171733504,198702280,mstry001,@UPS @UPSHelp ??? What is going on https://t.co/CG1I772WK6,Tue Sep 25 15:47:53 +0000 2018,0,0,,
