,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1044366721534939138,996278296659685376,Kr1977N,RT @IThinkImABus: @UPSHelp thanks for reply. Not safety concerns. BROKE THE LAW. You have all details necessary. Time of infringement see o…,Mon Sep 24 23:23:24 +0000 2018,1,0,,
