,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1044639893354242049,422344609,RoxanneRachelle,"@UPSHelp You have the worst shipping service i have come across! With FedEx it is easy&amp;free to schedule a pick-up. With you, I have to go through 3 people just to be told that it would cost $15 to ship a 4lb package? Why so difficult to get a pick-up? Never using you again",Tue Sep 25 17:28:53 +0000 2018,0,0,,
