,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043603224177995777,705441681630371840,tom_brannam,"@veganlove4883 @ATT @FedExHelp My story is different,  AT&amp;T lied to me about data plan, promised one thing and delivered far less. Bate and switch, shame on AT&amp;T",Sat Sep 22 20:49:32 +0000 2018,0,0,,
