,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043553900761100289,2882755837,OgozalekAnthony,.@FedEx &amp; @FedExHelp - Quit Supporting the NRA!  #care2 https://t.co/gc8y7Z6a2h,Sat Sep 22 17:33:32 +0000 2018,0,1,,
