,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1044841248908079105,1105585033,JonnyLammers,@FedEx &amp; @FedExHelp - Quit Supporting the NRA!  #care2 https://t.co/xY8Y0OUme3,Wed Sep 26 06:49:00 +0000 2018,0,0,,
