,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043516550404349952,1358563435,amymsquires,".@FedEx &amp; @FedExHelp - Quit Supporting the @NRA! FedEx, offers a 26% discount for NRA Business Alliance Members. Sign on if you think FedEx should do the right thing and cut this deal immediately to show they do not support the death of children. #care2 https://t.co/xN2aXxsHWK",Sat Sep 22 15:05:07 +0000 2018,0,0,,
