,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043511971344277504,145674303,cooldogsandcats,.@FedEx &amp; @FedExHelp - Quit Supporting the NRA!  #care2 https://t.co/duqRQ2Sidl,Sat Sep 22 14:46:56 +0000 2018,0,0,,
