,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1044249112785416193,839598513537302528,Corey_P,@FedExHelp I’m trying to locate a package,Mon Sep 24 15:36:04 +0000 2018,0,0,,
1,1044250516325306368,952293073,FedExHelp,"@Corey_P Hello, this is Robin. I'd be happy to assist you. Please DM your name, address, city, state, zip code, tracking number, phone number, and email address. https://t.co/7vnSkvqx3r",Mon Sep 24 15:41:38 +0000 2018,0,0,,
2,1044253086343196673,839598513537302528,Corey_P,@FedExHelp Sent you a dm,Mon Sep 24 15:51:51 +0000 2018,0,0,,
3,1044255453356728320,952293073,FedExHelp,"@Corey_P I have received your message, thank you. Please allow me time to view your tracking details. I will return to you shortly. ~ Robin",Mon Sep 24 16:01:16 +0000 2018,0,0,,
