,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043539697073631239,22275767,Annimallover,Ann needs your help: .@FedEx &amp; @FedExHelp - Quit Supporting the NRA! https://t.co/A7zHanCoTM,Sat Sep 22 16:37:06 +0000 2018,0,0,,
