,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1044024614492557312,49091628,tatzanx,.@FedEx &amp; @FedExHelp - Quit Supporting the NRA!  #care2 https://t.co/bFZxSRlOy7,Mon Sep 24 00:43:59 +0000 2018,0,0,,
