,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043674555540275201,144672461,fmidi,.@FedEx &amp; @FedExHelp - Quit Supporting the NRA!  #care2 https://t.co/Y70DOye6Pu,Sun Sep 23 01:32:59 +0000 2018,0,0,,
