,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043609910985084928,1633121016,marillion13,.@FedEx &amp; @FedExHelp - Quit Supporting the NRA!  #care2 https://t.co/chYGfuWlXr,Sat Sep 22 21:16:06 +0000 2018,0,0,,
