,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043534674587316224,1959561535,catmum1932,.@FedEx &amp; @FedExHelp - Quit Supporting the NRA!  #care2 https://t.co/QMsP4E0ahg,Sat Sep 22 16:17:09 +0000 2018,0,0,,
