,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1044043431461310466,131757521,Catja_F,.@FedEx &amp; @FedExHelp - Quit Supporting the NRA!  #care2 https://t.co/w1oC5CIhTo,Mon Sep 24 01:58:46 +0000 2018,0,0,,
