,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043653466994999296,185465250,jamesnai99,"@FedExHelp any chance you can contact me directly please. After delaying a delivery for 2 days with no contact, I called your custom service only to be hung up on. Not a good look &amp; horrrible customer service.",Sun Sep 23 00:09:11 +0000 2018,0,0,,
