,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043518617789321216,4798871169,katznfl,Laurel needs your help: .@FedEx &amp; @FedExHelp - Quit Supporting the NRA! https://t.co/8QXFyAZ3km,Sat Sep 22 15:13:20 +0000 2018,0,0,,
