,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1044233590572273666,40211349,dhruvsinghal,"@FedExHelp Looking for assistance, details sent in DM !",Mon Sep 24 14:34:23 +0000 2018,0,0,,
