,tweet_id,user_id,user_name,text,time,retweets,favorited,place,geo
0,1043533817120616450,773927346667675648,AThryft,Hey .@FedEx &amp; @FedExHelp: quit giving big discounts to the NRA!  You can tell them by signing this petition: https://t.co/RJCamXNohH #care2 #NoNRA #EnoughIsEnough,Sat Sep 22 16:13:44 +0000 2018,0,0,,
